CAT,Category,ACT,Activity,UNIT,Unit,VAR,Variable,SRC,Source,TIME,Time,Value,Flag Codes,Flags
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR92,Food Loss - Fresh Fruit,SOURCE13,Buzby & al. 2009,2005,2005,10.7,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR95USA,Food Loss - Fresh vegetables and salad,SOURCE13,Buzby & al. 2009,2005,2005,10.3,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR106,Food Loss - Meat + poultry and fish,SOURCE13,Buzby & al. 2009,2005,2005,9.1,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR56,Food Loss,SOURCE14,"Buzby & al., 2011",2008,2008,19474.53501,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR64,Food Loss - Added fats and oils,SOURCE14,"Buzby & al., 2011",2008,2008,2463.006594,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR69,Food Loss - Added sweetners,SOURCE14,"Buzby & al., 2011",2008,2008,2067.474043,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR75,Food Loss - Dairy products,SOURCE14,"Buzby & al., 2011",2008,2008,4245.624625,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR81,Food Loss - Eggs,SOURCE14,"Buzby & al., 2011",2008,2008,395.5325506,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR86,Food Loss - Fish,SOURCE14,"Buzby & al., 2011",2008,2008,180.0761727,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR90,Food Loss - Fresh and processed Fruit,SOURCE14,"Buzby & al., 2011",2008,2008,2604.527414,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR91,Food Loss - Fresh and processed vegetables,SOURCE14,"Buzby & al., 2011",2008,2008,3123.437091,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR100,Food Loss - Grain products,SOURCE14,"Buzby & al., 2011",2008,2008,3252.710918,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR104,Food Loss - Meat,SOURCE14,"Buzby & al., 2011",2008,2008,667.2343829,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR106,Food Loss - Meat + poultry and fish,SOURCE14,"Buzby & al., 2011",2008,2008,1235.585628,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR115,Food Loss - Poultry,SOURCE14,"Buzby & al., 2011",2008,2008,388.2750726,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR128,Food Loss - Tree nuts and peanuts,SOURCE14,"Buzby & al., 2011",2008,2008,86.18255115,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR56,Food Loss,SOURCE15,"Buzby & al., 2012",2008,2008,9,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR56,Food Loss,SOURCE15,"Buzby & al., 2012",2012,2012,9,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR69,Food Loss - Added sweetners,SOURCE15,"Buzby & al., 2012",2008,2008,11,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR86,Food Loss - Fish,SOURCE15,"Buzby & al., 2012",2008,2008,8,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR90,Food Loss - Fresh and processed Fruit,SOURCE15,"Buzby & al., 2012",2008,2008,9,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR91,Food Loss - Fresh and processed vegetables,SOURCE15,"Buzby & al., 2012",2008,2008,9,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR91,Food Loss - Fresh and processed vegetables,SOURCE15,"Buzby & al., 2012",2012,2012,9,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR100,Food Loss - Grain products,SOURCE15,"Buzby & al., 2012",2008,2008,12,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR167USA,Food Loss in food supply,SOURCE15,"Buzby & al., 2012",2008,2008,9,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR171,Food Loss in supply - Added fats and oils,SOURCE15,"Buzby & al., 2012",2008,2008,19,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR174,Food Loss in supply - Eggs,SOURCE15,"Buzby & al., 2012",2008,2008,9,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR175,Food Loss in supply - Fish and seafood,SOURCE15,"Buzby & al., 2012",2008,2008,8,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR176,Food Loss in supply - Fruit,SOURCE15,"Buzby & al., 2012",2008,2008,9,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR178,Food Loss in supply - Meat,SOURCE15,"Buzby & al., 2012",2008,2008,5,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR179USA,Food Loss in supply - Meat + poultry and fish,SOURCE15,"Buzby & al., 2012",2008,2008,5,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR180,Food Loss in supply - Poultry,SOURCE15,"Buzby & al., 2012",2008,2008,4,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR181USA,Food Loss in supply - Tree nuts and peanuts,SOURCE15,"Buzby & al., 2012",2008,2008,6,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,PCT,%,FWVAR182,Food Loss in supply - Vegetables,SOURCE15,"Buzby & al., 2012",2008,2008,9,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR56,Food Loss,SOURCE15,"Buzby & al., 2012",2008,2008,64,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR64,Food Loss - Added fats and oils,SOURCE15,"Buzby & al., 2012",2008,2008,8.1,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR67,Food Loss - Added sugar and sweetners,SOURCE15,"Buzby & al., 2012",2008,2008,6.8,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR75,Food Loss - Dairy products,SOURCE15,"Buzby & al., 2012",2008,2008,14,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR81,Food Loss - Eggs,SOURCE15,"Buzby & al., 2012",2008,2008,1.3,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR88,Food Loss - Fish and seafood,SOURCE15,"Buzby & al., 2012",2008,2008,0.6,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR96,Food Loss - Fruit,SOURCE15,"Buzby & al., 2012",2008,2008,8.6,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR100,Food Loss - Grain products,SOURCE15,"Buzby & al., 2012",2008,2008,10.7,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR104,Food Loss - Meat,SOURCE15,"Buzby & al., 2012",2008,2008,2.2,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR106,Food Loss - Meat + poultry and fish,SOURCE15,"Buzby & al., 2012",2008,2008,4.1,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR115,Food Loss - Poultry,SOURCE15,"Buzby & al., 2012",2008,2008,1.3,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR128,Food Loss - Tree nuts and peanuts,SOURCE15,"Buzby & al., 2012",2008,2008,0.3,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR132,Food Loss - Vegetables,SOURCE15,"Buzby & al., 2012",2008,2008,10.3,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,BILLIONCALORIES,billion calories,FWVAR56,Food Loss,SOURCE16,"Buzby & al., 2014",2010,2010,142.3,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,BILLIONCALORIES,billion calories,FWVAR64,Food Loss - Added fats and oils,SOURCE16,"Buzby & al., 2014",2010,2010,60.2,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,BILLIONCALORIES,billion calories,FWVAR66,Food Loss - Added sugar and sweeteners,SOURCE16,"Buzby & al., 2014",2010,2010,21.2,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,BILLIONCALORIES,billion calories,FWVAR81,Food Loss - Eggs,SOURCE16,"Buzby & al., 2014",2010,2010,1.1,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,BILLIONCALORIES,billion calories,FWVAR87,Food Loss - Fish and seafodd,SOURCE16,"Buzby & al., 2014",2010,2010,0.6,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,BILLIONCALORIES,billion calories,FWVAR89,Food Loss - Fluid milk,SOURCE16,"Buzby & al., 2014",2010,2010,4,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,BILLIONCALORIES,billion calories,FWVAR92,Food Loss - Fresh Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,2.1,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,BILLIONCALORIES,billion calories,FWVAR94,Food Loss - Fresh vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,2,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,BILLIONCALORIES,billion calories,FWVAR100,Food Loss - Grain products,SOURCE16,"Buzby & al., 2014",2010,2010,32.8,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,BILLIONCALORIES,billion calories,FWVAR104,Food Loss - Meat,SOURCE16,"Buzby & al., 2014",2010,2010,5.1,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,BILLIONCALORIES,billion calories,FWVAR114,Food Loss - Other Dairy products,SOURCE16,"Buzby & al., 2014",2010,2010,6.5,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,BILLIONCALORIES,billion calories,FWVAR115,Food Loss - Poultry,SOURCE16,"Buzby & al., 2014",2010,2010,2.4,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,BILLIONCALORIES,billion calories,FWVAR117,Food Loss - Processed Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,1.1,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,BILLIONCALORIES,billion calories,FWVAR119,Food Loss - Processed vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,1.8,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,BILLIONCALORIES,billion calories,FWVAR128,Food Loss - Tree nuts and peanuts,SOURCE16,"Buzby & al., 2014",2010,2010,1.5,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,CALORIESBYCAPITABYDAY,calories/capita/day,FWVAR56,Food Loss,SOURCE16,"Buzby & al., 2014",2010,2010,460,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,CALORIESBYCAPITABYDAY,calories/capita/day,FWVAR64,Food Loss - Added fats and oils,SOURCE16,"Buzby & al., 2014",2010,2010,194,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,CALORIESBYCAPITABYDAY,calories/capita/day,FWVAR66,Food Loss - Added sugar and sweeteners,SOURCE16,"Buzby & al., 2014",2010,2010,69,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,CALORIESBYCAPITABYDAY,calories/capita/day,FWVAR81,Food Loss - Eggs,SOURCE16,"Buzby & al., 2014",2010,2010,3,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,CALORIESBYCAPITABYDAY,calories/capita/day,FWVAR87,Food Loss - Fish and seafodd,SOURCE16,"Buzby & al., 2014",2010,2010,2,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,CALORIESBYCAPITABYDAY,calories/capita/day,FWVAR89,Food Loss - Fluid milk,SOURCE16,"Buzby & al., 2014",2010,2010,13,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,CALORIESBYCAPITABYDAY,calories/capita/day,FWVAR92,Food Loss - Fresh Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,7,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,CALORIESBYCAPITABYDAY,calories/capita/day,FWVAR94,Food Loss - Fresh vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,6,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,CALORIESBYCAPITABYDAY,calories/capita/day,FWVAR100,Food Loss - Grain products,SOURCE16,"Buzby & al., 2014",2010,2010,106,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,CALORIESBYCAPITABYDAY,calories/capita/day,FWVAR104,Food Loss - Meat,SOURCE16,"Buzby & al., 2014",2010,2010,16,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,CALORIESBYCAPITABYDAY,calories/capita/day,FWVAR114,Food Loss - Other Dairy products,SOURCE16,"Buzby & al., 2014",2010,2010,21,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,CALORIESBYCAPITABYDAY,calories/capita/day,FWVAR115,Food Loss - Poultry,SOURCE16,"Buzby & al., 2014",2010,2010,8,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,CALORIESBYCAPITABYDAY,calories/capita/day,FWVAR117,Food Loss - Processed Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,3,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,CALORIESBYCAPITABYDAY,calories/capita/day,FWVAR119,Food Loss - Processed vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,6,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,CALORIESBYCAPITABYDAY,calories/capita/day,FWVAR128,Food Loss - Tree nuts and peanuts,SOURCE16,"Buzby & al., 2014",2010,2010,5,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR56,Food Loss,SOURCE16,"Buzby & al., 2014",2010,2010,63.04934006,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR64,Food Loss - Added fats and oils,SOURCE16,"Buzby & al., 2014",2010,2010,8.164662741,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR66,Food Loss - Added sugar and sweeteners,SOURCE16,"Buzby & al., 2014",2010,2010,6.350293243,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR81,Food Loss - Eggs,SOURCE16,"Buzby & al., 2014",2010,2010,0.907184749,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR87,Food Loss - Fish and seafodd,SOURCE16,"Buzby & al., 2014",2010,2010,0.453592375,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR89,Food Loss - Fluid milk,SOURCE16,"Buzby & al., 2014",2010,2010,9.525439864,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR92,Food Loss - Fresh Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,6.350293243,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR94,Food Loss - Fresh vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,7.711070366,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR100,Food Loss - Grain products,SOURCE16,"Buzby & al., 2014",2010,2010,10.43262461,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR104,Food Loss - Meat,SOURCE16,"Buzby & al., 2014",2010,2010,2.267961873,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR114,Food Loss - Other Dairy products,SOURCE16,"Buzby & al., 2014",2010,2010,4.082331371,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR115,Food Loss - Poultry,SOURCE16,"Buzby & al., 2014",2010,2010,1.360777124,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR117,Food Loss - Processed Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,2.267961873,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR119,Food Loss - Processed vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,2.721554247,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,KGBYCAPITA,kg/capita,FWVAR128,Food Loss - Tree nuts and peanuts,SOURCE16,"Buzby & al., 2014",2010,2010,0.453592375,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR56,Food Loss,SOURCE16,"Buzby & al., 2014",2010,2010,19504.4721,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR64,Food Loss - Added fats and oils,SOURCE16,"Buzby & al., 2014",2010,2010,2449.398822,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR66,Food Loss - Added sugar and sweeteners,SOURCE16,"Buzby & al., 2014",2010,2010,2041.165685,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR81,Food Loss - Eggs,SOURCE16,"Buzby & al., 2014",2010,2010,317.5146622,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR87,Food Loss - Fish and seafodd,SOURCE16,"Buzby & al., 2014",2010,2010,181.4369498,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR89,Food Loss - Fluid milk,SOURCE16,"Buzby & al., 2014",2010,2010,2948.350434,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR92,Food Loss - Fresh Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,1995.806448,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR94,Food Loss - Fresh vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,2358.680347,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR100,Food Loss - Grain products,SOURCE16,"Buzby & al., 2014",2010,2010,3265.865096,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR104,Food Loss - Meat,SOURCE16,"Buzby & al., 2014",2010,2010,635.0293243,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR114,Food Loss - Other Dairy products,SOURCE16,"Buzby & al., 2014",2010,2010,1270.058649,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR115,Food Loss - Poultry,SOURCE16,"Buzby & al., 2014",2010,2010,408.2331371,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR117,Food Loss - Processed Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,725.7477992,,
FLFW,1. Food loss - Food waste,WHOLESALEANDRETAIL,Wholesale & Retail,MILLIONKG,Million kg,FWVAR119,Food Loss - Processed vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,816.4662741,,
