CAT,Category,ACT,Activity,UNIT,Unit,VAR,Variable,SRC,Source,TIME,Time,Value,Flag Codes,Flags
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR100,Food Loss - Grain products,SOURCE15,"Buzby & al., 2012",2008,2008,6123,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR104,Food Loss - Meat,SOURCE15,"Buzby & al., 2012",2008,2008,27911,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR106,Food Loss - Meat + poultry and fish,SOURCE15,"Buzby & al., 2012",2008,2008,59844,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR115,Food Loss - Poultry,SOURCE15,"Buzby & al., 2012",2008,2008,25810,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR128,Food Loss - Tree nuts and peanuts,SOURCE15,"Buzby & al., 2012",2008,2008,1022,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR132,Food Loss - Vegetables,SOURCE15,"Buzby & al., 2012",2008,2008,18493,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR56,Food Loss,SOURCE15,"Buzby & al., 2012",2008,2008,390,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR64,Food Loss - Added fats and oils,SOURCE15,"Buzby & al., 2012",2008,2008,16,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR67,Food Loss - Added sugar and sweetners,SOURCE15,"Buzby & al., 2012",2008,2008,8.1,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR75,Food Loss - Dairy products,SOURCE15,"Buzby & al., 2012",2008,2008,48.3,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR81,Food Loss - Eggs,SOURCE15,"Buzby & al., 2012",2008,2008,5.8,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR88,Food Loss - Fish and seafood,SOURCE15,"Buzby & al., 2012",2008,2008,20.1,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR96,Food Loss - Fruit,SOURCE15,"Buzby & al., 2012",2008,2008,30.7,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR100,Food Loss - Grain products,SOURCE15,"Buzby & al., 2012",2008,2008,20.1,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR104,Food Loss - Meat,SOURCE15,"Buzby & al., 2012",2008,2008,91.8,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR106,Food Loss - Meat + poultry and fish,SOURCE15,"Buzby & al., 2012",2008,2008,196.8,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR115,Food Loss - Poultry,SOURCE15,"Buzby & al., 2012",2008,2008,84.9,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR128,Food Loss - Tree nuts and peanuts,SOURCE15,"Buzby & al., 2012",2008,2008,3.4,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR132,Food Loss - Vegetables,SOURCE15,"Buzby & al., 2012",2008,2008,60.8,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR56,Food Loss,SOURCE16,"Buzby & al., 2014",2010,2010,114900,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR64,Food Loss - Added fats and oils,SOURCE16,"Buzby & al., 2014",2010,2010,6800,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR66,Food Loss - Added sugar and sweeteners,SOURCE16,"Buzby & al., 2014",2010,2010,4800,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR81,Food Loss - Eggs,SOURCE16,"Buzby & al., 2014",2010,2010,2300,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR87,Food Loss - Fish and seafodd,SOURCE16,"Buzby & al., 2014",2010,2010,7900,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR89,Food Loss - Fluid milk,SOURCE16,"Buzby & al., 2014",2010,2010,4000,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR92,Food Loss - Fresh Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,10400,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR94,Food Loss - Fresh vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,13200,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR100,Food Loss - Grain products,SOURCE16,"Buzby & al., 2014",2010,2010,6900,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR104,Food Loss - Meat,SOURCE16,"Buzby & al., 2014",2010,2010,19300,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR114,Food Loss - Other Dairy products,SOURCE16,"Buzby & al., 2014",2010,2010,14600,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR115,Food Loss - Poultry,SOURCE16,"Buzby & al., 2014",2010,2010,12500,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR117,Food Loss - Processed Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,3700,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR119,Food Loss - Processed vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,7200,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR128,Food Loss - Tree nuts and peanuts,SOURCE16,"Buzby & al., 2014",2010,2010,1300,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR56,Food Loss,SOURCE16,"Buzby & al., 2014",2010,2010,371,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR64,Food Loss - Added fats and oils,SOURCE16,"Buzby & al., 2014",2010,2010,22,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR66,Food Loss - Added sugar and sweeteners,SOURCE16,"Buzby & al., 2014",2010,2010,15,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR81,Food Loss - Eggs,SOURCE16,"Buzby & al., 2014",2010,2010,8,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR87,Food Loss - Fish and seafodd,SOURCE16,"Buzby & al., 2014",2010,2010,25,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR89,Food Loss - Fluid milk,SOURCE16,"Buzby & al., 2014",2010,2010,13,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR92,Food Loss - Fresh Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,34,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR94,Food Loss - Fresh vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,43,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR100,Food Loss - Grain products,SOURCE16,"Buzby & al., 2014",2010,2010,22,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR104,Food Loss - Meat,SOURCE16,"Buzby & al., 2014",2010,2010,62,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR108USA,"Food Loss - Meat, poultry, and fish",SOURCE16,"Buzby & al., 2014",2010,2010,128,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR114,Food Loss - Other Dairy products,SOURCE16,"Buzby & al., 2014",2010,2010,47,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR115,Food Loss - Poultry,SOURCE16,"Buzby & al., 2014",2010,2010,40,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR117,Food Loss - Processed Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,12,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR119,Food Loss - Processed vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,23,,
MAEI,3. Monetary and economic impact,HOUSEHOLDS,Households,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR128,Food Loss - Tree nuts and peanuts,SOURCE16,"Buzby & al., 2014",2010,2010,4,,
FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR226,Food Waste - Animal Fats,SOURCE31,FAO - Food balance sheets 2009,2009,2009,121000,,
FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR243,Food Waste - Cereals - Excluding Beer,SOURCE31,FAO - Food balance sheets 2009,2009,2009,972000,,
FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR266,Food Waste - Eggs,SOURCE31,FAO - Food balance sheets 2009,2009,2009,110000,,
FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR287,Food Waste - Fruits - Excluding Wine,SOURCE31,FAO - Food balance sheets 2009,2009,2009,1396000,,
FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR316,Food Waste - Oilcrops,SOURCE31,FAO - Food balance sheets 2009,2009,2009,570000,,
FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR335,Food Waste - Pulses,SOURCE31,FAO - Food balance sheets 2009,2009,2009,1000,,
FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR347,Food Waste - Starchy Roots,SOURCE31,FAO - Food balance sheets 2009,2009,2009,1335000,,
FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR350,Food Waste - Sugar & Sweeteners,SOURCE31,FAO - Food balance sheets 2009,2009,2009,44000,,
FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR355,Food Waste - Treenuts,SOURCE31,FAO - Food balance sheets 2009,2009,2009,142000,,
FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR357,Food Waste - Vegetable Oils,SOURCE31,FAO - Food balance sheets 2009,2009,2009,279000,,
FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR358,Food Waste - Vegetables,SOURCE31,FAO - Food balance sheets 2009,2009,2009,2316000,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,PCT,%,FWVAR73,Food Loss - Caloric sweeteners in available food,SOURCE48,Kantor et al. 1997,1995,1995,30,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,PCT,%,FWVAR76USA,Food Loss - Dairy products in available food,SOURCE48,Kantor et al. 1997,1995,1995,30,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,PCT,%,FWVAR79USA,Food Loss - Dry beans + peas and lentils in available food,SOURCE48,Kantor et al. 1997,1995,1995,15,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,PCT,%,FWVAR82USA,Food Loss - Eggs in available food,SOURCE48,Kantor et al. 1997,1995,1995,29,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,PCT,%,FWVAR85USA,Food Loss - Fats and oils in available food,SOURCE48,Kantor et al. 1997,1995,1995,32,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,PCT,%,FWVAR98USA,Food Loss - Fruit in available food,SOURCE48,Kantor et al. 1997,1995,1995,23,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,PCT,%,FWVAR101USA,Food Loss - Grain products in available food,SOURCE48,Kantor et al. 1997,1995,1995,30,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,PCT,%,FWVAR107,Food Loss - Meat + poultry and fish in available food,SOURCE48,Kantor et al. 1997,1995,1995,15,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,PCT,%,FWVAR129USA,Food Loss - Tree nuts and peanuts in available food,SOURCE48,Kantor et al. 1997,1995,1995,15,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,PCT,%,FWVAR133USA,Food Loss - Vegetables in available food,SOURCE48,Kantor et al. 1997,1995,1995,24,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,PCT,%,FWVAR161USA,Food Loss in available food,SOURCE48,Kantor et al. 1997,1995,1995,26,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,MILLIONKG,Million kg,FWVAR59,Food Loss -  Dry beans + peas and lentils,SOURCE48,Kantor et al. 1997,1995,1995,152.4070378,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,MILLIONKG,Million kg,FWVAR72,Food Loss - Caloric sweeteners,SOURCE48,Kantor et al. 1997,1995,1995,5204.065313,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,MILLIONKG,Million kg,FWVAR75,Food Loss - Dairy products,SOURCE48,Kantor et al. 1997,1995,1995,10379.55431,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,MILLIONKG,Million kg,FWVAR81,Food Loss - Eggs,SOURCE48,Kantor et al. 1997,1995,1995,1055.963048,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,MILLIONKG,Million kg,FWVAR84,Food Loss - Fats and oils,SOURCE48,Kantor et al. 1997,1995,1995,2977.380346,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,MILLIONKG,Million kg,FWVAR96,Food Loss - Fruit,SOURCE48,Kantor et al. 1997,1995,1995,4812.161501,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,MILLIONKG,Million kg,FWVAR106,Food Loss - Meat + poultry and fish,SOURCE48,Kantor et al. 1997,1995,1995,3501.733131,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,MILLIONKG,Million kg,FWVAR128,Food Loss - Tree nuts and peanuts,SOURCE48,Kantor et al. 1997,1995,1995,125.1914954,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,MILLIONKG,Million kg,FWVAR132,Food Loss - Vegetables,SOURCE48,Kantor et al. 1997,1995,1995,6779.845222,,
FLFW,1. Food loss - Food waste,COMBINEDFOODSERVICETOHOUSEHOL,Combined: food service to households,MILLIONKG,Million kg,FWVAR191USA,Food service and consumer total food Loss,SOURCE48,Kantor et al. 1997,1995,1995,41194.35227,,
FLFW,1. Food loss - Food waste,COMBINEDRETAILPLUSFOODSERVICE,Combined: Retail + food services + households,PCT,%,FWVAR57USA,Food Loss -  Caloric sweeteners,SOURCE48,Kantor et al. 1997,1995,1995,31,,
FLFW,1. Food loss - Food waste,COMBINEDRETAILPLUSFOODSERVICE,Combined: Retail + food services + households,PCT,%,FWVAR58USA,Food Loss -  Dairy products,SOURCE48,Kantor et al. 1997,1995,1995,32,,
FLFW,1. Food loss - Food waste,COMBINEDRETAILPLUSFOODSERVICE,Combined: Retail + food services + households,PCT,%,FWVAR59,Food Loss -  Dry beans + peas and lentils,SOURCE48,Kantor et al. 1997,1995,1995,16,,
FLFW,1. Food loss - Food waste,COMBINEDRETAILPLUSFOODSERVICE,Combined: Retail + food services + households,PCT,%,FWVAR60USA,Food Loss -  Eggs,SOURCE48,Kantor et al. 1997,1995,1995,31,,
FLFW,1. Food loss - Food waste,COMBINEDRETAILPLUSFOODSERVICE,Combined: Retail + food services + households,PCT,%,FWVAR61USA,Food Loss -  Fats and oils,SOURCE48,Kantor et al. 1997,1995,1995,33,,
FLFW,1. Food loss - Food waste,COMBINEDRETAILPLUSFOODSERVICE,Combined: Retail + food services + households,PCT,%,FWVAR62USA,Food Loss -  Tree nuts and peanuts,SOURCE48,Kantor et al. 1997,1995,1995,16,,
FLFW,1. Food loss - Food waste,COMBINEDRETAILPLUSFOODSERVICE,Combined: Retail + food services + households,PCT,%,FWVAR63USA,Food Loss -  Vegetables,SOURCE48,Kantor et al. 1997,1995,1995,25,,
FLFW,1. Food loss - Food waste,COMBINEDRETAILPLUSFOODSERVICE,Combined: Retail + food services + households,PCT,%,FWVAR89,Food Loss - Fluid milk,SOURCE48,Kantor et al. 1997,1995,1995,32,,
FLFW,1. Food loss - Food waste,COMBINEDRETAILPLUSFOODSERVICE,Combined: Retail + food services + households,PCT,%,FWVAR93,Food Loss - Fresh Fruit and Vegetables,SOURCE48,Kantor et al. 1997,1995,1995,64,,
FLFW,1. Food loss - Food waste,COMBINEDRETAILPLUSFOODSERVICE,Combined: Retail + food services + households,PCT,%,FWVAR118,Food Loss - Processed Fruit and vegetables,SOURCE48,Kantor et al. 1997,1995,1995,36,,
FLFW,1. Food loss - Food waste,COMBINEDRETAILPLUSFOODSERVICE,Combined: Retail + food services + households,PCT,%,FWVAR162USA,Food Loss in available fruit,SOURCE48,Kantor et al. 1997,1995,1995,23,,
FLFW,1. Food loss - Food waste,COMBINEDRETAILPLUSFOODSERVICE,Combined: Retail + food services + households,PCT,%,FWVAR163USA,Food Loss in available grain products,SOURCE48,Kantor et al. 1997,1995,1995,32,,
FLFW,1. Food loss - Food waste,COMBINEDRETAILPLUSFOODSERVICE,Combined: Retail + food services + households,PCT,%,FWVAR164USA,Food Loss in available meat + poultry and fish,SOURCE48,Kantor et al. 1997,1995,1995,16,,
FLFW,1. Food loss - Food waste,COMBINEDRETAILPLUSFOODSERVICE,Combined: Retail + food services + households,PCT,%,FWVAR165USA,Food Loss in available other food,SOURCE48,Kantor et al. 1997,1995,1995,10.5,,
FLFW,1. Food loss - Food waste,COMBINEDRETAILPLUSFOODSERVICE,Combined: Retail + food services + households,PCT,%,FWVAR166USA,Food Loss in edible available food,SOURCE48,Kantor et al. 1997,1995,1995,27,,
